Line,CPT-4 Code,CPT-4 Procedure
Magnetic Resonance Img (MRI),72147,MRI chest spine w/dye
Magnetic Resonance Img (MRI),72148,MRI lumbar spine w/o dye
Magnetic Resonance Img (MRI),72149,MRI lumbar spine w/dye
Magnetic Resonance Img (MRI),72156,MRI neck spine w/o & w/dye
Magnetic Resonance Img (MRI),72157,MRI chest spine w/o & w/dye
Magnetic Resonance Img (MRI),72158,MRI lumbar spine w/o & w/dye
Magnetic Resonance Img (MRI),72159,MR angio spine w/o&w/dye
Radiology,72170,X-ray exam of pelvis
Radiology,72190,X-ray exam of pelvis
Computerized Axial Tomog (CAT),72191,CT angiograph pelv w/o&w/dye
Computerized Axial Tomog (CAT),72192,CT pelvis w/o dye
Computerized Axial Tomog (CAT),72193,CT pelvis w/dye
Computerized Axial Tomog (CAT),72194,CT pelvis w/o & w/dye
Magnetic Resonance Img (MRI),72195,MRI pelvis w/o dye
Magnetic Resonance Img (MRI),72196,MRI pelvis w/dye
Magnetic Resonance Img (MRI),72197,MRI pelvis w/o & w/dye
Magnetic Resonance Img (MRI),72198,MR angio pelvis w/o & w/dye
Radiology,72200,X-ray exam sacroiliac joints
Radiology,72202,X-ray exam sacroiliac joints
Radiology,72220,X-ray exam of tailbone
Radiology,72240,Contrast x-ray of neck spine
Radiology,72255,"Contrast x-ray, thorax spine"
Radiology,72265,"Contrast x-ray, lower spine"
Radiology,72270,"Contrast x-ray, spine"
Radiology,72275,Epidurography
Radiology,72285,X-ray c/t spine disk
Radiology,72291,"Perq vertebroplasty, fluor"
Computerized Axial Tomog (CAT),72292,"Perq vertebroplasty, ct"
Radiology,72295,X-ray of lower spine disk
Radiology,73000,X-ray exam of collar bone
Radiology,73010,X-ray exam of shoulder blade
Radiology,73020,X-ray exam of shoulder
Radiology,73030,X-ray exam of shoulder
Radiology,73040,Contrast x-ray of shoulder
Radiology,73050,X-ray exam of shoulders
Radiology,73060,X-ray exam of humerus
Radiology,73070,X-ray exam of elbow
Radiology,73080,X-ray exam of elbow
Radiology,73085,Contrast x-ray of elbow
Radiology,73090,X-ray exam of forearm
Radiology,73092,"X-ray exam of arm, infant"
Radiology,73100,X-ray exam of wrist
Radiology,73110,X-ray exam of wrist
Radiology,73115,Contrast x-ray of wrist
Radiology,73120,X-ray exam of hand
Radiology,73130,X-ray exam of hand
Radiology,73140,X-ray exam of finger(s)
Computerized Axial Tomog (CAT),73200,CT upper extremity w/o dye
Computerized Axial Tomog (CAT),73201,CT upper extremity w/dye
Computerized Axial Tomog (CAT),73202,CT uppr extremity w/o&w/dye
Computerized Axial Tomog (CAT),73206,CT angio upr extrm w/o&w/dye
Magnetic Resonance Img (MRI),73218,MRI upper extremity w/o dye
Magnetic Resonance Img (MRI),73219,MRI upper extremity w/dye
Magnetic Resonance Img (MRI),73220,MRI uppr extremity w/o&w/dye
Magnetic Resonance Img (MRI),73221,MRI joint upr extrem w/o dye
Magnetic Resonance Img (MRI),73222,MRI joint upr extrem w/dye
Magnetic Resonance Img (MRI),73223,MRI joint upr extr w/o&w/dye
Magnetic Resonance Img (MRI),73225,MR angio upr extr w/o&w/dye
Radiology,73500,X-ray exam of hip
Radiology,73510,X-ray exam of hip
Radiology,73520,X-ray exam of hips
Radiology,73525,Contrast x-ray of hip
Radiology,73530,X-ray exam of hip
Radiology,73540,X-ray exam of pelvis & hips
Radiology,73542,"X-ray exam, sacroiliac joint"
Radiology,73550,X-ray exam of thigh
Radiology,73560,"X-ray exam of knee, 1 or 2"
Radiology,73562,"X-ray exam of knee, 3"
Radiology,73564,"X-ray exam, knee, 4 or more"
Radiology,73565,X-ray exam of knees
Radiology,73580,Contrast x-ray of knee joint
Radiology,73590,X-ray exam of lower leg
Radiology,73592,"X-ray exam of leg, infant"
Radiology,73600,X-ray exam of ankle
Radiology,73610,X-ray exam of ankle
Radiology,73615,Contrast x-ray of ankle
Radiology,73620,X-ray exam of foot
Radiology,73630,X-ray exam of foot
Radiology,73650,X-ray exam of heel
Radiology,73660,X-ray exam of toe(s)
Computerized Axial Tomog (CAT),73700,CT lower extremity w/o dye
Computerized Axial Tomog (CAT),73701,CT lower extremity w/dye
Computerized Axial Tomog (CAT),73702,CT lwr extremity w/o&w/dye
Computerized Axial Tomog (CAT),73706,CT angio lwr extr w/o&w/dye
Magnetic Resonance Img (MRI),73718,MRI lower extremity w/o dye
Magnetic Resonance Img (MRI),73719,MRI lower extremity w/dye
Magnetic Resonance Img (MRI),73720,MRI lwr extremity w/o&w/dye
Magnetic Resonance Img (MRI),73721,MRI jnt of lwr extre w/o dye
Magnetic Resonance Img (MRI),73722,MRI joint of lwr extr w/dye
Magnetic Resonance Img (MRI),73723,MRI joint lwr extr w/o&w/dye
Magnetic Resonance Img (MRI),73725,MR ang lwr ext w or w/o dye
Radiology,74000,X-ray exam of abdomen
Radiology,74010,X-ray exam of abdomen
Radiology,74020,X-ray exam of abdomen
Radiology,74022,"X-ray exam series, abdomen"
Computerized Axial Tomog (CAT),74150,CT abdomen w/o dye
Computerized Axial Tomog (CAT),74160,CT abdomen w/dye
Computerized Axial Tomog (CAT),74170,CT abdomen w/o & w/dye
Computerized Axial Tomog (CAT),74175,CT angio abdom w/o & w/dye
Magnetic Resonance Img (MRI),74181,MRI abdomen w/o dye
Magnetic Resonance Img (MRI),74182,MRI abdomen w/dye
Magnetic Resonance Img (MRI),74183,MRI abdomen w/o & w/dye
Magnetic Resonance Img (MRI),74185,"MRI angio, abdom w orw/o dye No Longer Valid - 08 Heart mri for morph w/o"
Radiology,74190,X-ray exam of peritoneum
Radiology,74210,Contrst x-ray exam of throat
Radiology,74220,"Contrast x-ray, esophagus"
Radiology,74230,"Cine/vid x-ray, throat/esoph"
Radiology,74235,Remove esophagus obstruction
Radiology,74240,"X-ray exam, upper gi tract"
Radiology,74241,"X-ray exam, upper gi tract"
Radiology,74245,"X-ray exam, upper gi tract"
Radiology,74246,Contrst x-ray uppr gi tract
Radiology,74247,Contrst x-ray uppr gi tract
Radiology,74249,Contrst x-ray uppr gi tract
Radiology,74250,X-ray exam of small bowel
Radiology,74251,X-ray exam of small bowel
Radiology,74260,X-ray exam of small bowel
Radiology,74270,Contrast x-ray exam of colon
Radiology,74280,Contrast x-ray exam of colon
Radiology,74283,Contrast x-ray exam of colon
Radiology,74290,"Contrast x-ray, gallbladder"
Radiology,74291,"Contrast x-rays, gallbladder"
Radiology,74300,X-ray bile ducts/pancreas
Radiology,74301,X-rays at surgery add-on
Radiology,74305,X-ray bile ducts/pancreas
Radiology,74320,Contrast x-ray of bile ducts
Radiology,74327,X-ray bile stone removal
Radiology,74328,X-ray bile duct endoscopy
Radiology,74329,X-ray for pancreas endoscopy
Radiology,74330,X-ray bile/panc endoscopy
Radiology,74340,"X-ray guide for GI tube No Longer Valid - 08 X-ray guide, stomach"
Radiology,74350,tube
Radiology,74355,"X-ray guide, intestinal tube"
Radiology,74360,"X-ray guide, GI dilation"
Radiology,74363,"X-ray, bile duct dilation"
Radiology,74400,"Contrst x-ray, urinary tract"
Radiology,74405,No Longer Valid
Radiology,74410,"Contrst x-ray, urinary tract"
Radiology,74415,"Contrst x-ray, urinary tract"
Radiology,74420,"Contrst x-ray, urinary tract"
Radiology,74425,"Contrst x-ray, urinary tract"
Radiology,74430,"Contrast x-ray, bladder"
Radiology,74440,"X-ray, male genital tract"
Radiology,74445,X-ray exam of penis
Radiology,74450,"X-ray, urethra/bladder"
Radiology,74455,"X-ray, urethra/bladder"
Radiology,74470,X-ray exam of kidney lesion
Radiology,74475,"X-ray control, cath insert"
Radiology,74480,"X-ray control, cath insert"
Radiology,74485,"X-ray guide, GU dilation"
Radiology,74710,X-ray measurement of pelvis
Radiology,74740,"X-ray, female genital tract"
Radiology,74742,"X-ray, fallopian tube"
Radiology,74775,X-ray exam of perineum
Radiology,75500,No Longer Valid
Radiology,75505,No Longer Valid
Radiology,75507,No Longer Valid
Cardiac Catheterization,75519,No Longer Valid
Cardiac Catheterization,75523,No Longer Valid
Cardiac Catheterization,75527,No Longer Valid
Magnetic Resonance Img (MRI),75552,dye No Longer Valid - 08 Heart mri for morph
Magnetic Resonance Img (MRI),75553,w/dye
Magnetic Resonance Img (MRI),75554,No Longer Valid - 08 Cardiac MRI/function
Magnetic Resonance Img (MRI),75555,No Longer Valid - 08 Cardiac MRI/limited study No Longer Valid - 08 Cardiac MRI/flow
Magnetic Resonance Img (MRI),75556,mapping
Magnetic Resonance Img (MRI),75557,Cardiac MRI For Morph
Magnetic Resonance Img (MRI),75558,Cardiac MRI Flow/Velocity
Magnetic Resonance Img (MRI),75559,Cardiac MRI W/Stress Img
Magnetic Resonance Img (MRI),75560,Cardiac MRI Flow/Vel/Stress
Magnetic Resonance Img (MRI),75561,Cardiac MRI For Morph W/Dye
Magnetic Resonance Img (MRI),75562,Card MRI Flow/Vel W/Dye
Magnetic Resonance Img (MRI),75563,Card MRI W/Stress Img & Dye
Magnetic Resonance Img (MRI),75564,Ht MRI W/Flo/Vel/Strs & Dye
Radiology,75600,Contrast x-ray exam of aorta
Radiology,75605,Contrast x-ray exam of aorta
Radiology,75625,Contrast x-ray exam of aorta
Radiology,75630,"X-ray aorta, leg arteries"
Computerized Axial Tomog (CAT),75635,CT angio abdominal arteries
Radiology,75650,"Artery x-rays, head & neck"
Radiology,75658,"Artery x-rays, arm"
Radiology,75660,"Artery x-rays, head & neck"
Radiology,75662,"Artery x-rays, head & neck"
Radiology,75665,"Artery x-rays, head & neck"
Radiology,75671,"Artery x-rays, head & neck"
Radiology,75676,"Artery x-rays, neck"
Radiology,75680,"Artery x-rays, neck"
Radiology,75685,"Artery x-rays, spine"
Radiology,75705,"Artery x-rays, spine"
Radiology,75710,"Artery x-rays, arm/leg"
Radiology,75716,"Artery x-rays, arms/legs"
Radiology,75722,"Artery x-rays, kidney"
Radiology,75724,"Artery x-rays, kidneys"
Radiology,75726,"Artery x-rays, abdomen"
Radiology,75731,"Artery x-rays, adrenal gland"
Radiology,75733,"Artery x-rays, adrenals"
Radiology,75736,"Artery x-rays, pelvis"
Radiology,75741,"Artery x-rays, lung"
Radiology,75743,"Artery x-rays, lungs"
Radiology,75746,"Artery x-rays, lung"
Radiology,75750,No Longer Valid
Radiology,75752,No Longer Valid
Radiology,75754,No Longer Valid
Radiology,75756,"Artery x-rays, chest"
Radiology,75762,No Longer Valid
Radiology,75766,No Longer Valid
Radiology,75774,"Artery x-ray, each vessel"
Radiology,75790,Visualize A-V shunt
Radiology,75801,"Lymph vessel x-ray, arm/leg"
Radiology,75803,"Lymph vessel x-ray,arms/legs"
Radiology,75805,"Lymph vessel x-ray, trunk"
Radiology,75807,"Lymph vessel x-ray, trunk"
Radiology,75809,"Nonvascular shunt, x-ray"
Radiology,75810,"Vein x-ray, spleen/liver"
Radiology,75820,"Vein x-ray, arm/leg"
Radiology,75822,"Vein x-ray, arms/legs"
Radiology,75825,"Vein x-ray, trunk"
Radiology,75827,"Vein x-ray, chest"
Radiology,75831,"Vein x-ray, kidney"
Radiology,75833,"Vein x-ray, kidneys"
Radiology,75840,"Vein x-ray, adrenal gland"
Radiology,75842,"Vein x-ray, adrenal glands"
Radiology,75860,"Vein x-ray, neck"
Radiology,75870,"Vein x-ray, skull"
Radiology,75872,"Vein x-ray, skull"
Radiology,75880,"Vein x-ray, eye socket"
Radiology,75885,"Vein x-ray, liver"
Radiology,75887,"Vein x-ray, liver"
Radiology,75889,"Vein x-ray, liver"
Radiology,75891,"Vein x-ray, liver"
Radiology,75893,Venous sampling by catheter
Radiology,75894,"X-rays, transcath therapy"
Infusion Care,75896,"X-rays, transcath therapy No Longer Valid - 09 Ther/proph/diag iv inf,"
Radiology,75898,Follow-up angiography
Radiology,75900,Intravascular cath exchange
Radiology,75901,Remove cva device obstruct
Radiology,75902,Remove cva lumen obstruct
Radiology,75940,"X-ray placement, vein filter"
Radiology,75945,Intravascular us
Radiology,75946,Intravascular us add-on
Radiology,75952,Endovasc repair abdom aorta
Radiology,75953,Abdom aneurysm endovas rpr
Radiology,75954,Iliac aneurysm endovas rpr
Radiology,75956,"Xray, endovasc thor ao repr"
Radiology,75957,"Xray, endovasc thor ao repr"
Radiology,75958,"Xray, place prox ext thor ao"
Radiology,75959,"Xray, place dist ext thor ao"
Radiology,75960,Transcath iv stent rs&i
Radiology,75961,"Retrieval, broken catheter"
Radiology,75962,Repair arterial blockage
Radiology,75964,"Repair artery blockage, each"
Radiology,75966,Repair arterial blockage
Radiology,75968,"Repair artery blockage, each"
Radiology,75970,Vascular biopsy
Radiology,75978,Repair venous blockage
Radiology,75980,Contrast xray exam bile duct
Radiology,75982,Contrast xray exam bile duct
Radiology,75984,Xray control catheter change
Radiology,75989,Abscess drainage under x-ray
Radiology,75992,"Atherectomy, x-ray exam"
Radiology,75993,"Atherectomy, x-ray exam"
Radiology,75994,"Atherectomy, x-ray exam"
Radiology,75995,"Atherectomy, x-ray exam"
Radiology,75996,"Atherectomy, x-ray exam No Longer Valid - 07 Fluoroguide for vein"
Radiology,75998,device
Radiology,76000,Fluoroscope examination
Radiology,76001,"Fluoroscope exam, extensive"
Radiology,76003,No Longer Valid - 07 Needle localization by x-ray
Radiology,76005,No Longer Valid - 07 Fluoroguide for spine inject
Radiology,76006,No Longer Valid - 07 X-ray stress view
Radiology,76010,"X-ray, nose to rectum"
Radiology,76012,No Longer Valid - 07 Percutaneous vertebroplasty fluoroscopic
Computerized Axial Tomog (CAT),76013,"No Longer Valid - 07 Percut vertebroplasty, ct No Longer Valid - 07 CT scan, bone density"
Radiology,76020,No Longer Valid - 07 X-rays for bone age
Radiology,76040,"No Longer Valid - 07 X-rays, bone evaluation"
Radiology,76061,"No Longer Valid - 07 X-rays, bone survey"
Radiology,76062,"No Longer Valid - 07 X-rays, bone survey"
Radiology,76065,"No Longer Valid - 07 X-rays, bone evaluation"
Radiology,76066,"No Longer Valid - 07 Joint survey, single view"
Computerized Axial Tomog (CAT),76070,"study No Longer Valid - 07 Ct bone density,"
Computerized Axial Tomog (CAT),76071,peripheral
Radiology,76075,"No Longer Valid - 07 Dexa, axial skeleton study"
Radiology,76076,"No Longer Valid - 07 Dexa, peripheral study"
Radiology,76077,No Longer Valid - 07 Dxa bone density/v-fracture
Radiology,76078,No Longer Valid - 07 Radiographic absorptiometry
Radiology,76080,X-ray exam of fistula
Mammogram,76082,add-on No Longer Valid - 07 Computer mammogram
Mammogram,76083,add-on
Mammogram,76085,No Longer Valid
Radiology,76086,No Longer Valid - 07 X-ray of mammary duct
Radiology,76088,No Longer Valid - 07 X-ray of mammary duct
Mammogram,76090,"No Longer Valid - 07 Mammogram, one breast No Longer Valid - 07 Mammogram, both"
Mammogram,76091,breasts
Mammogram,76092,"No Longer Valid - 07 Mammogram, screening"
Mammogram,76093,"No Longer Valid - 07 Magnetic image, breast No Longer Valid - 07 Magnetic image, both"
Mammogram,76094,breasts
Radiology,76095, No Longer Valid - 07 Stereotactic breast biopsy
Radiology,76096,"No Longer Valid - 07 X-ray of needle wire, breast"
Radiology,76097,No Longer Valid
Radiology,76098,"X-ray exam, breast specimen"
Radiology,76100,X-ray exam of body section
Radiology,76101,Complex body section x-ray
Radiology,76102,Complex body section x-rays
Radiology,76120,Cine/video x-rays
Radiology,76125,Cine/video x-rays add-on
Radiology,76140,X-ray consultation
Radiology,76150,"X-ray exam, dry process"
Radiology,76350,Special x-ray contrast study No Longer Valid - 06 3d/holograph reconstr
Computerized Axial Tomog (CAT),76355,No Longer Valid - 07 Ct scan for localization
Computerized Axial Tomog (CAT),76360,No Longer Valid - 07 Ct scan for needle biopsy No Longer Valid - 07 Ct guide for tissue
Computerized Axial Tomog (CAT),76362,ablation
Computerized Axial Tomog (CAT),76365,No Longer Valid
Computerized Axial Tomog (CAT),76370,No Longer Valid - 07 Ct scan for therapy guide
Radiology,76375,add-on
Computerized Axial Tomog (CAT),76376,3d render w/o postprocess
Computerized Axial Tomog (CAT),76377,3d rendering w/postprocess
Computerized Axial Tomog (CAT),76380,CAT scan follow-up study
Magnetic Resonance Img (MRI),76390,MR spectroscopy No Longer Valid - 07 Mr guidance for needle
Magnetic Resonance Img (MRI),76393,place
Magnetic Resonance Img (MRI),76394,"No Longer Valid - 07 Mri for tissue ablation No Longer Valid - 07 Magnetic image, bone"
Magnetic Resonance Img (MRI),76400,marrow
Radiology,76490,No Longer Valid
Radiology,76496,Fluoroscopic procedure
Computerized Axial Tomog (CAT),76497,CT procedure
Magnetic Resonance Img (MRI),76498,MRI procedure
Radiology,76499,Radiographic procedure
Diagnostic Ultrasound,76506,Echo exam of head
Diagnostic Ultrasound,76510,"Ophth us, b & quant a"
Diagnostic Ultrasound,76511,"Ophth US, Quant A Only"
Diagnostic Ultrasound,76512,"Ophth US, B W/Non-Quant A"
Diagnostic Ultrasound,76513,"Echo exam of eye, water bath"
Diagnostic Ultrasound,76514,"Echo exam of eye, thickness"
Diagnostic Ultrasound,76516,Echo exam of eye
Diagnostic Ultrasound,76519,Echo exam of eye
Diagnostic Ultrasound,76529,Echo exam of eye
Diagnostic Ultrasound,76536,Us exam of head and neck
Diagnostic Ultrasound,76604,"Us Exam, Chest"
Diagnostic Ultrasound,76645,"Us exam, breast(s)"
Diagnostic Ultrasound,76700,"Us exam, abdom, complete"
Diagnostic Ultrasound,76705,Echo exam of abdomen
Diagnostic Ultrasound,76770,"Us exam abdo back wall, comp"
Diagnostic Ultrasound,76775,"Us exam abdo back wall, lim"
Diagnostic Ultrasound,76776,Us exam k transpl w/doppler No Longer Valid - 07 Us exam kidney
Diagnostic Ultrasound,76778,transplant
Diagnostic Ultrasound,76800,"Us exam, spinal canal"
Diagnostic Ultrasound,76801,"Ob us < 14 wks, single fetus"
Diagnostic Ultrasound,76802,"Ob us < 14 wks, add'l fetus"
Diagnostic Ultrasound,76805,"Ob US >/= 14 Wks, Sngl Fetus"
Diagnostic Ultrasound,76810,"Ob US >/= 14 Wks, Addl Fetus"
Diagnostic Ultrasound,76811,"Ob us, detailed, sngl fetus"
Diagnostic Ultrasound,76812,"Ob us, detailed, addl fetus"
Diagnostic Ultrasound,76813,"Ob us nuchal meas, 1 gest"
Diagnostic Ultrasound,76814,"Ob us nuchal meas, add-on"
Diagnostic Ultrasound,76815,"Ob US, Limited, Fetus(S)"
Diagnostic Ultrasound,76816,"Ob US, Follow-Up, Per Fetus"
Diagnostic Ultrasound,76817,"Transvaginal us, obstetric"
Diagnostic Ultrasound,76818,Fetal biophys profile w/nst
Diagnostic Ultrasound,76819,Fetal biophys profil w/o nst
Diagnostic Ultrasound,76820,Umbilical artery echo
Diagnostic Ultrasound,76821,Middle cerebral artery echo
Diagnostic Ultrasound,76825,Echo exam of fetal heart
Diagnostic Ultrasound,76826,Echo exam of fetal heart
Diagnostic Ultrasound,76827,Echo exam of fetal heart
Diagnostic Ultrasound,76828,Echo exam of fetal heart
Diagnostic Ultrasound,76830,"Transvaginal us, non-ob"
Diagnostic Ultrasound,76831,"Echo exam, uterus"
Diagnostic Ultrasound,76856,"Us exam, pelvic, complete"
Diagnostic Ultrasound,76857,"Us exam, pelvic, limited"
Diagnostic Ultrasound,76870,"Us exam, scrotum"
Diagnostic Ultrasound,76872,"Us, transrectal"
Diagnostic Ultrasound,76873,"Echograp trans r, pros study"
Diagnostic Ultrasound,76880,"Us exam, extremity"
Diagnostic Ultrasound,76885,"Us exam infant hips, dynamic"
Diagnostic Ultrasound,76886,"Us exam infant hips, static"
Diagnostic Ultrasound,76930,"Echo guide, cardiocentesis"
Diagnostic Ultrasound,76932,Echo guide for heart biopsy
Diagnostic Ultrasound,76934,No Longer Valid
Diagnostic Ultrasound,76936,Echo guide for artery repair
Diagnostic Ultrasound,76937,"Us guide, vascular access"
Diagnostic Ultrasound,76938,No Longer Valid
Diagnostic Ultrasound,76940,"Us guide, tissue ablation"
Diagnostic Ultrasound,76941,Echo guide for transfusion
Diagnostic Ultrasound,76942,Echo guide for biopsy
Diagnostic Ultrasound,76945,"Echo guide, villus sampling"
Diagnostic Ultrasound,76946,Echo guide for amniocentesis
Diagnostic Ultrasound,76948,"Echo guide, ova aspiration"
Diagnostic Ultrasound,76950,Echo guidance radiotherapy
Diagnostic Ultrasound,76960,No Longer Valid
Diagnostic Ultrasound,76965,Echo guidance radiotherapy
Diagnostic Ultrasound,76970,Ultrasound exam follow-up
Diagnostic Ultrasound,76975,GI endoscopic ultrasound
Diagnostic Ultrasound,76977,Us bone density measure No Longer Valid - 07 Ultrasound guide
Diagnostic Ultrasound,76986,intraoper
Diagnostic Ultrasound,76998,"Us Guide, Intraop"
Diagnostic Ultrasound,76999,Echo examination procedure
Radiology,77001,Fluoroguide For Vein Device
Radiology,77002,Needle localization by xray
Radiology,77003,Fluoroguide For Spine Inject
Computerized Axial Tomog (CAT),77011,CT Scan For Localization
Computerized Axial Tomog (CAT),77012,CT Scan For Needle Biopsy
Computerized Axial Tomog (CAT),77013,CT Guide For Tissue Ablation
Computerized Axial Tomog (CAT),77014,CT Scan For Therapy Guide
Magnetic Resonance Img (MRI),77021,MR Guidance For Needle Place
Magnetic Resonance Img (MRI),77022,MRI For Tissue Ablation
Radiology,77031,Stereotact guide for brst bx
Radiology,77032,"Guidance For Needle, Breast"
Radiology,77051,Computer dx mammogram add-on
Radiology,77052,Comp screen mammogram add-on
Radiology,77053,X-Ray Of Mammary Duct
Radiology,77054,X-Ray Of Mammary Ducts
Mammogram,77055,"Mammogram, One Breast"
Mammogram,77056,"Mammogram, Both Breasts"
Mammogram,77057,"Mammogram, Screening"
Magnetic Resonance Img (MRI),77058,"MRI, One Breast"
Magnetic Resonance Img (MRI),77059,"MRI, Both Breasts"
Radiology,77071,X-Ray Stress View
Radiology,77072,X-Rays For Bone Age
Radiology,77073,"X-Rays, Bone Length Studies"
Radiology,77074,"X-Rays, Bone Survey, Limited"
Radiology,77075,"X-Rays, Bone Survey Complete"
Radiology,77076,"X-Rays, Bone Survey, Infant"
Radiology,77077,"Joint Survey, Single View"
Computerized Axial Tomog (CAT),77078,"CT Bone Density, Axial"
Computerized Axial Tomog (CAT),77079,"CT Bone Density, Peripheral"
Radiology,77080,"Dxa bone density, axial"
Radiology,77081,Dxa bone density/peripheral
Radiology,77082,"Dxa bone density, vert fx"
Radiology,77083,Radiographic Absorptiometry
Magnetic Resonance Img (MRI),77084,"Magnetic Image, Bone Marrow No Longer Valid - 07 Computer mammogram"
Radiation Oncology,77261,Radiation therapy planning
Radiation Oncology,77262,Radiation therapy planning
Radiation Oncology,77263,Radiation therapy planning
Radiation Oncology,77280,Set radiation therapy field
Radiation Oncology,77285,Set radiation therapy field
Radiation Oncology,77290,Set radiation therapy field
Radiation Oncology,77295,Set radiation therapy field
Radiation Oncology,77299,Radiation therapy planning
Radiation Oncology,77300,Radiation therapy dose plan
Radiation Oncology,77301,"Radiotherapy dose plan, imrt"
Radiation Oncology,77305,Teletx isodose plan simple
Radiation Oncology,77310,Teletx isodose plan intermed
Radiation Oncology,77315,Teletx isodose plan complex
Radiation Oncology,77321,Special teletx port plan
Radiation Oncology,77326,Brachytx Isodose Calc Simp
Radiation Oncology,77327,Brachytx isodose calc interm
Radiation Oncology,77328,Brachytx isodose plan compl
Radiation Oncology,77331,Special radiation dosimetry
Radiation Oncology,77332,Radiation treatment aid(s)
Radiation Oncology,77333,Radiation treatment aid(s)
Radiation Oncology,77334,Radiation treatment aid(s)
Radiation Oncology,77336,Radiation physics consult
Radiation Oncology,77370,Radiation physics consult
Radiation Oncology,77371,"Srs, multisource"
Radiation Oncology,77372,"Srs, linear based"
Radiation Oncology,77373,Sbrt delivery
Radiation Oncology,77380,No Longer Valid
Radiation Oncology,77381,No Longer Valid
Radiation Oncology,77399,External radiation dosimetry
Radiation Oncology,77401,Radiation treatment delivery
Radiation Oncology,77402,Radiation treatment delivery
Radiation Oncology,77403,Radiation treatment delivery
Radiation Oncology,77404,Radiation treatment delivery
Radiation Oncology,77406,Radiation treatment delivery
Radiation Oncology,77407,Radiation treatment delivery
Radiation Oncology,77408,Radiation treatment delivery
Radiation Oncology,77409,Radiation treatment delivery
Radiation Oncology,77411,Radiation treatment delivery
Radiation Oncology,77412,Radiation treatment delivery
Radiation Oncology,77413,Radiation treatment delivery
Radiation Oncology,77414,Radiation treatment delivery
Radiation Oncology,77416,Radiation treatment delivery
Radiation Oncology,77417,Radiology port film(s)
Radiation Oncology,77418,"Radiation tx delivery, imrt"
Radiation Oncology,77419,No Longer Valid
Radiation Oncology,77420,No Longer Valid
Radiation Oncology,77421,Stereoscopic x-ray guidance
Radiation Oncology,77422,"Neutron beam tx, simple"
Radiation Oncology,77423,"Neutron beam tx, complex"
Radiation Oncology,77425,No Longer Valid
Radiation Oncology,77427,"Radiation tx management, x5"
Radiation Oncology,77430,No Longer Valid
Radiation Oncology,77431,Radiation therapy management
Radiation Oncology,77432,Stereotactic radiation trmt
Radiation Oncology,77435,Sbrt management
Radiation Oncology,77470,Special radiation treatment
Radiation Oncology,77499,Radiation therapy management
Radiation Oncology,77520,"Proton trmt, simple w/o comp"
Radiation Oncology,77522,"Proton trmt, simple w/comp"
Radiation Oncology,77523,"Proton trmt, intermediate"
Radiation Oncology,77525,"Proton treatment, complex"
Radiation Oncology,77600,Hyperthermia treatment
Radiation Oncology,77605,Hyperthermia treatment
Radiation Oncology,77610,Hyperthermia treatment
Radiation Oncology,77615,Hyperthermia treatment
Radiation Oncology,77620,Hyperthermia treatment
Radiation Oncology,77750,Infuse radioactive materials
Radiation Oncology,77761,Apply intrcav radiat simple
Radiation Oncology,77762,Apply intrcav radiat interm
Radiation Oncology,77763,Apply intrcav radiat compl
Radiation Oncology,77776,Apply interstit radiat simpl
Radiation Oncology,77777,Apply interstit radiat inter
Radiation Oncology,77778,Apply interstit radiat compl No Longer Valid - 09 High intensity
Radiation Oncology,77781,brachytherapy No Longer Valid - 09 High intensity
Radiation Oncology,77782,brachytherapy No Longer Valid - 09 High intensity
Radiation Oncology,77783,brachytherapy
Radiation Oncology,77784,No Longer Valid - 09 High intensity brachytherapy
Radiation Oncology,77785,"Hdr brachytx, 1 channel"
Radiation Oncology,77786,"Hdr brachytx, 2-12 channel"
Radiation Oncology,77787,Hdr brachytx over 12 chan
Radiation Oncology,77789,Apply surface radiation
Radiation Oncology,77790,Radiation handling
Radiation Oncology,77799,Radium/radioisotope therapy
Nuclear Medicine,78000,"Thyroid, single uptake"
Nuclear Medicine,78001,"Thyroid, multiple uptakes"
Nuclear Medicine,78003,Thyroid suppress/stimul
Nuclear Medicine,78006,Thyroid imaging with uptake
Nuclear Medicine,78007,"Thyroid image, mult uptakes"
Nuclear Medicine,78010,Thyroid imaging
Nuclear Medicine,78011,Thyroid imaging with flow
Nuclear Medicine,78015,Thyroid met imaging
Nuclear Medicine,78016,Thyroid met imaging/studies
Nuclear Medicine,78017,No Longer Valid
Nuclear Medicine,78018,"Thyroid met imaging, body"
Nuclear Medicine,78020,Thyroid met uptake
Nuclear Medicine,78070,Parathyroid nuclear imaging
Nuclear Medicine,78075,Adrenal nuclear imaging
Nuclear Medicine,78099,Endocrine nuclear procedure
Nuclear Medicine,78102,"Bone marrow imaging, ltd"
Nuclear Medicine,78103,"Bone marrow imaging, mult"
Nuclear Medicine,78104,"Bone marrow imaging, body"
Nuclear Medicine,78110,"Plasma volume, single"
Nuclear Medicine,78111,"Plasma volume, multiple"
Nuclear Medicine,78120,"Red cell mass, single"
Nuclear Medicine,78121,"Red cell mass, multiple"
Nuclear Medicine,78122,Blood volume
Nuclear Medicine,78130,Red cell survival study
Nuclear Medicine,78135,Red cell survival kinetics
Nuclear Medicine,78140,Red cell sequestration
Nuclear Medicine,78160,No Longer Valid - 06 Plasma iron turnover No Longer Valid - 06 Radioiron absorption
